Name,VeryLow,Low,Med,High,Bound
cfshop10_RIGHT,0,0,0,0,No
cfshop10_TOP,0,0,0,0,No
cfshop10_BACK,0,0,0,0,No
ifwhse01_FACADE,0,0,0,0,No
ifwhse01_LEFT,0,0,0,0,No
ifwhse01_RIGHT,0,0,0,0,No
ifwhse01_TOP,0,0,0,0,No
ibfact01_BLDG,0,0,0,0,No
ibfact01_LEFT,0,0,0,0,No
ibfact01_RIGHT,0,0,0,0,No
ibfact01_GRND,0,0,0,0,No
ibfact01_TOP,0,0,0,0,No
ifbldg04_FACADE,0,0,0,0,No
ifbldg04_LEFT,0,0,0,0,No
ifbldg04_RIGHT,0,0,0,0,No
ifbldg04_TOP,0,0,0,0,No
rfbldg13_FACADE,0,0,0,0,No
rfbldg13_LEFT,0,0,0,0,No
rfbldg13_RIGHT,0,0,0,0,No
rfbldg13_TOP,0,0,0,0,No
ofhome11_FACADE,0,0,0,0,No
ofhome11_LEFT,0,0,0,0,No
ofhome11_RIGHT,0,0,0,0,No
ofhome11_TOP,0,0,0,0,No
dfbldg03_FACADE,0,0,0,0,No
dfbldg03_LEFT,0,0,0,0,No
dfbldg03_RIGHT,0,0,0,0,No
dfbldg03_TOP,0,0,0,0,No
dfbldg03_BACK,0,0,0,0,No
rfbldg08_FACADE,0,0,22,38,No
rfbldg08_LEFT,0,0,0,0,No
rfbldg08_RIGHT,0,0,0,0,No
rfbldg08_TOP,0,0,0,6,No
hfwall01_FACADE,0,0,0,0,No
hfwall01_LEFT,0,0,0,0,No
hfwall01_RIGHT,0,0,0,0,No
hfwall01_TOP,0,0,0,0,No
rfbldg14_FACADE,0,0,0,0,No
rfbldg14_LEFT,0,0,0,0,No
rfbldg14_RIGHT,0,0,0,0,No
rfbldg14_TOP,0,0,0,0,No
dfbldg06_FACADE,0,0,0,0,No
dfbldg06_LEFT,0,0,0,0,No
dfbldg06_RIGHT,0,0,0,0,No
dfbldg06_TOP,0,0,0,0,No
cfbldg01_FACADE,0,0,0,0,No
cfbldg01_LEFT,0,0,0,0,No
cfbldg01_RIGHT,0,0,0,0,No
cfbldg01_TOP,0,0,0,0,No
dfproduce_FACADE,0,0,0,0,No
dfproduce_LEFT,0,0,0,0,No
dfproduce_RIGHT,0,0,0,0,No
dfproduce_TOP,0,0,0,0,No
tfapt01_FACADE,0,0,0,12,No
tfapt01_LEFT,0,0,0,2,No
tfapt01_RIGHT,0,0,0,2,No
tfapt01_TOP,0,0,0,2,No
ramp01,0,0,0,0,No
dfhotel03_FACADE,0,0,0,0,No
dfhotel03_LEFT,0,0,0,0,No
dfhotel03_RIGHT,0,0,0,0,No
dfhotel03_TOP,0,0,0,0,No
dfbldg07_FACADE,0,0,0,0,No
dfbldg07_LEFT,0,0,0,0,No
dfbldg07_RIGHT,0,0,0,0,No
dfbldg07_TOP,0,0,0,0,No
tfdeptstr01_FACADE,0,0,0,0,No
tfdeptstr01_LEFT,0,0,0,0,No
tfdeptstr01_RIGHT,0,0,0,0,No
tfdeptstr01_TOP,0,0,0,0,No
tunnel02_FACADE,0,0,0,0,No
tfclub_FACADE,0,0,0,18,No
tfclub_LEFT,0,0,0,2,No
tfclub_RIGHT,0,0,0,2,No
tfclub_TOP,0,0,0,2,No
cfalley01_FACADE,0,0,0,0,No
cfalley01_LEFT,0,0,0,0,No
cfalley01_RIGHT,0,0,0,0,No
cfalley01_TOP,0,0,0,0,No
cfalley02_FACADE,0,0,0,0,No
cfalley02_LEFT,0,0,0,0,No
cfalley02_RIGHT,0,0,0,0,No
cfalley02_TOP,0,0,0,0,No
tfcdshop_FACADE,0,0,0,0,No
tfcdshop_LEFT,0,0,0,0,No
tfcdshop_RIGHT,0,0,0,0,No
tfcdshop_TOP,0,0,0,0,No
tfwall01_FACADE,0,0,0,0,No
tfwall01_LEFT,0,0,0,0,No
tfwall01_RIGHT,0,0,0,0,No
tfwall01_TOP,0,0,0,0,No
ofbldg01_FACADE,0,0,0,21,No
ofbldg01_LEFT,0,0,0,2,No
ofbldg01_RIGHT,0,0,0,2,No
ofbldg01_TOP,0,0,0,2,No
tfapt07_FACADE,0,0,0,20,No
tfapt07_LEFT,0,0,0,2,No
tfapt07_RIGHT,0,0,0,0,No
tfapt07_TOP,0,0,0,6,No
tfdrug_FACADE,0,0,0,45,No
tfdrug_LEFT,0,0,0,2,No
tfdrug_RIGHT,0,0,0,0,No
tfdrug_TOP,0,0,0,6,No
tfapt06_FACADE,0,0,0,0,No
tfapt06_LEFT,0,0,0,0,No
tfapt06_RIGHT,0,0,0,0,No
tfapt06_TOP,0,0,0,0,No
tfsmrkt_FACADE,0,0,0,0,No
tfsmrkt_LEFT,0,0,0,0,No
tfsmrkt_RIGHT,0,0,0,0,No
tfsmrkt_TOP,0,0,0,0,No
cfshop02_FACADE,0,0,0,0,No
cfshop02_LEFT,0,0,0,0,No
cfshop02_RIGHT,0,0,0,0,No
cfshop02_TOP,0,0,0,0,No
cfshop07_FACADE,0,0,0,0,No
cfshop07_LEFT,0,0,0,0,No
cfshop07_RIGHT,0,0,0,0,No
cfshop07_TOP,0,0,0,0,No
cfshop06_FACADE,0,0,0,0,No
cfshop06_LEFT,0,0,0,0,No
cfshop06_RIGHT,0,0,0,0,No
cfshop06_TOP,0,0,0,0,No
cfshop09_FACADE,0,0,0,0,No
cfshop09_LEFT,0,0,0,0,No
cfshop09_RIGHT,0,0,0,0,No
cfshop09_TOP,0,0,0,0,No
cfmotel_FACADE,0,0,0,0,No
cfmotel_LEFT,0,0,0,0,No
cfmotel_RIGHT,0,0,0,0,No
cfmotel_TOP,0,0,0,0,No
cfshop05_FACADE,0,0,0,0,No
cfshop05_LEFT,0,0,0,0,No
cfshop05_RIGHT,0,0,0,0,No
cfshop05_TOP,0,0,0,0,No
cfshop01_FACADE,0,0,0,0,No
cfshop01_LEFT,0,0,0,0,No
cfshop01_RIGHT,0,0,0,0,No
cfshop01_TOP,0,0,0,0,No
cffoods_FACADE,0,0,0,0,No
cffoods_LEFT,0,0,0,0,No
cffoods_RIGHT,0,0,0,0,No
cffoods_TOP,0,0,0,0,No
cfrestnt02_FACADE,0,0,0,0,No
cfrestnt02_LEFT,0,0,0,0,No
cfrestnt02_RIGHT,0,0,0,0,No
cfrestnt02_TOP,0,0,0,0,No
cfliquor_FACADE,0,0,0,0,No
cfliquor_LEFT,0,0,0,0,No
cfliquor_RIGHT,0,0,0,0,No
cfliquor_TOP,0,0,0,0,No
ofbldg03_FACADE,0,0,0,0,No
ofbldg03_LEFT,0,0,0,0,No
ofbldg03_RIGHT,0,0,0,0,No
ofbldg03_TOP,0,0,0,0,No
ofbldg03_BACK,0,0,0,0,No
freewaywall04,0,0,0,18,No
ofhome01_FACADE,0,0,0,0,No
ofhome01_LEFT,0,0,0,0,No
ofhome01_RIGHT,0,0,0,0,No
ofhome01_TOP,0,0,0,0,No
ofapt_FACADE,0,0,0,0,No
ofapt_LEFT,0,0,0,0,No
ofapt_RIGHT,0,0,0,0,No
ofapt_TOP,0,0,0,0,No
ofbrstn08_FACADE,0,0,0,0,No
ofbrstn08_LEFT,0,0,0,0,No
ofbrstn08_RIGHT,0,0,0,0,No
ofbrstn08_TOP,0,0,0,0,No
ofbldg02_FACADE,0,0,0,0,No
ofbldg02_LEFT,0,0,0,0,No
ofbldg02_RIGHT,0,0,0,0,No
ofbldg02_TOP,0,0,0,0,No
ofbldg02_BACK,0,0,0,0,No
ofbrstn06_FACADE,0,0,0,0,No
ofbrstn06_LEFT,0,0,0,0,No
ofbrstn06_RIGHT,0,0,0,0,No
ofbrstn06_TOP,0,0,0,0,No
hfbldg04_FACADE,0,0,0,0,No
hfbldg04_LEFT,0,0,0,0,No
hfbldg04_RIGHT,0,0,0,0,No
hfbldg04_TOP,0,0,0,0,No
hfinn_FACADE,0,0,0,0,No
hfinn_LEFT,0,0,0,0,No
hfinn_RIGHT,0,0,0,0,No
hfinn_TOP,0,0,0,0,No
hfoffice02_FACADE,0,0,0,0,No
hfoffice02_LEFT,0,0,0,0,No
hfoffice02_RIGHT,0,0,0,0,No
hfoffice02_TOP,0,0,0,0,No
hfoffice02_BACK,0,0,0,0,No
hfbldg01_FACADE,0,0,0,0,No
hfbldg01_LEFT,0,0,0,0,No
hfbldg01_RIGHT,0,0,0,0,No
hfbldg01_TOP,0,0,0,0,No
hfalley02_FACADE,0,0,0,0,No
hfalley02_LEFT,0,0,0,0,No
hfalley02_RIGHT,0,0,0,0,No
hfalley02_TOP,0,0,0,0,No
hfoffice01_FACADE,0,0,0,0,No
hfoffice01_LEFT,0,0,0,0,No
hfoffice01_RIGHT,0,0,0,0,No
hfoffice01_TOP,0,0,0,0,No
hfoffice01_BACK,0,0,0,0,No
hfshop03_FACADE,0,0,0,0,No
hfshop03_LEFT,0,0,0,0,No
hfshop03_RIGHT,0,0,0,0,No
hfshop03_TOP,0,0,0,0,No
hfshop03_BACK,0,0,0,0,No
ofshop06_FACADE,0,0,0,0,No
ofshop06_LEFT,0,0,0,0,No
ofshop06_RIGHT,0,0,0,0,No
ofshop06_TOP,0,0,0,0,No
rfbldg11_FACADE,0,0,0,0,No
rfbldg11_LEFT,0,0,0,0,No
rfbldg11_RIGHT,0,0,0,0,No
rfbldg11_TOP,0,0,0,0,No
rfbldg11_BACK,0,0,0,0,No
ofshop05_BLDG,0,0,0,0,No
ofshop05_LEFT,0,0,0,0,No
ofshop05_RIGHT,0,0,0,0,No
ofshop05_GRND,0,0,0,0,No
ofshop05_TOP,0,0,0,0,No
ofbrstn02_FACADE,0,0,0,0,No
ofbrstn02_LEFT,0,0,0,0,No
ofbrstn02_RIGHT,0,0,0,0,No
ofbrstn02_TOP,0,0,0,0,No
tfbldg07_FACADE,0,0,0,12,No
tfbldg07_LEFT,0,0,0,0,No
tfbldg07_RIGHT,0,0,0,2,No
tfbldg07_TOP,0,0,0,2,No
tfoff02_FACADE,0,0,0,0,No
tfoff02_LEFT,0,0,0,0,No
tfoff02_RIGHT,0,0,0,0,No
tfoff02_TOP,0,0,0,0,No
rfbldg03_FACADE,0,0,0,0,No
rfbldg03_LEFT,0,0,0,0,No
rfbldg03_RIGHT,0,0,0,0,No
rfbldg03_TOP,0,0,0,0,No
rfbldg03_BACK,0,0,0,0,No
tfbldg01_FACADE,0,0,0,14,No
tfbldg01_LEFT,0,0,0,2,No
tfbldg01_RIGHT,0,0,0,2,No
tfbldg01_TOP,0,0,0,0,No
tfoff03_FACADE,0,0,0,24,No
tfoff03_LEFT,0,0,0,0,No
tfoff03_RIGHT,0,0,0,0,No
tfoff03_TOP,0,0,0,2,No
tfapt03_FACADE,0,0,0,0,No
tfapt03_LEFT,0,0,0,0,No
tfapt03_RIGHT,0,0,0,0,No
tfapt03_TOP,0,0,0,0,No
tfoff01_FACADE,0,0,0,24,No
tfoff01_LEFT,0,0,0,2,No
tfoff01_RIGHT,0,0,0,2,No
tfoff01_TOP,0,0,0,6,No
tfsmrkt02_BLDG,0,0,0,0,No
tfsmrkt02_LEFT,0,0,0,0,No
tfsmrkt02_RIGHT,0,0,0,0,No
tfsmrkt02_TOP,0,0,0,0,No
cfshop03_FACADE,0,0,0,0,No
cfshop03_LEFT,0,0,0,0,No
cfshop03_RIGHT,0,0,0,0,No
cfshop03_TOP,0,0,0,0,No
cfshop04_FACADE,0,0,0,0,No
cfshop04_LEFT,0,0,0,0,No
cfshop04_RIGHT,0,0,0,0,No
cfshop04_TOP,0,0,0,0,No
cfbldg03_FACADE,0,0,0,0,No
cfbldg03_LEFT,0,0,0,0,No
cfbldg03_RIGHT,0,0,0,0,No
cfbldg03_TOP,0,0,0,0,No
cfbldg02_FACADE,0,0,0,0,No
cfbldg02_LEFT,0,0,0,0,No
cfbldg02_RIGHT,0,0,0,0,No
cfbldg02_TOP,0,0,0,0,No
cfshop08_FACADE,0,0,0,0,No
cfshop08_LEFT,0,0,0,0,No
cfshop08_RIGHT,0,0,0,0,No
cfshop08_TOP,0,0,0,0,No
tfbldg06_FACADE,0,0,0,0,No
tfbldg06_LEFT,0,0,0,0,No
tfbldg06_RIGHT,0,0,0,0,No
tfbldg06_TOP,0,0,0,0,No
tfoff04_FACADE,0,0,0,24,No
tfoff04_LEFT,0,0,0,2,No
tfoff04_RIGHT,0,0,0,2,No
tfoff04_TOP,0,0,0,6,No
tfbldg02_FACADE,0,0,0,0,No
tfbldg02_LEFT,0,0,0,0,No
tfbldg02_RIGHT,0,0,0,0,No
tfbldg02_TOP,0,0,0,0,No
tfbldg05_FACADE,0,0,0,0,No
tfbldg05_LEFT,0,0,0,0,No
tfbldg05_RIGHT,0,0,0,0,No
tfbldg05_TOP,0,0,0,0,No
tfbldg05_BACK,0,0,0,0,No
tfbldg04_FACADE,0,0,0,0,No
tfbldg04_LEFT,0,0,0,0,No
tfbldg04_RIGHT,0,0,0,0,No
tfbldg04_TOP,0,0,0,0,No
tfbldg04_BACK,0,0,0,0,No
dfhotel01_FACADE,0,0,0,0,No
dfhotel01_LEFT,0,0,0,0,No
dfhotel01_RIGHT,0,0,0,0,No
dfhotel01_TOP,0,0,0,0,No
dfhotel01_BACK,0,0,0,0,No
ifwhse03_FACADE,0,0,0,0,No
ifwhse03_LEFT,0,0,0,0,No
ifwhse03_RIGHT,0,0,0,0,No
ifwhse03_TOP,0,0,0,0,No
iffact01_FACADE,0,0,0,0,No
iffact01_LEFT,0,0,0,0,No
iffact01_RIGHT,0,0,0,0,No
ifdiner02_FACADE,0,0,0,0,No
ifdiner02_LEFT,0,0,0,0,No
ifdiner02_RIGHT,0,0,0,0,No
ifdiner02_TOP,0,0,0,0,No
ifbldg05_FACADE,0,0,0,0,No
ifbldg05_LEFT,0,0,0,0,No
ifbldg05_RIGHT,0,0,0,0,No
ifbldg05_TOP,0,0,0,0,No
ibfact02_BLDG,0,0,0,0,No
ibfact02_LEFT,0,0,0,0,No
ibfact02_RIGHT,0,0,0,0,No
ibfact02_TOP,0,0,0,0,No
ifdiner_FACADE,0,0,0,0,No
ifdiner_LEFT,0,0,0,0,No
ifdiner_RIGHT,0,0,0,0,No
ifdiner_TOP,0,0,0,0,No
ifbldg02_FACADE,0,0,0,0,No
ifbldg02_LEFT,0,0,0,0,No
ifbldg02_RIGHT,0,0,0,0,No
ifbldg02_TOP,0,0,0,0,No
ifwhse02_FACADE,0,0,0,0,No
ifwhse02_LEFT,0,0,0,0,No
ifwhse02_RIGHT,0,0,0,0,No
ifwhse02_TOP,0,0,0,0,No
ibfact04_FACADE,0,0,0,0,No
ibfact04_LEFT,0,0,0,0,No
ibfact04_RIGHT,0,0,0,0,No
ibfact04_TOP,0,0,0,0,No
ifbldg01_FACADE,0,0,0,0,No
ifbldg01_LEFT,0,0,0,0,No
ifbldg01_RIGHT,0,0,0,0,No
ifbldg01_TOP,0,0,0,0,No
ibfact03_BLDG,0,0,0,0,No
ibfact03_LEFT,0,0,0,0,No
ibfact03_RIGHT,0,0,0,0,No
ibfact03_GRND,0,0,0,0,No
ibfact03_TOP,0,0,0,0,No
ibfact03_BACK,0,0,0,0,No
ifbar_FACADE,0,0,0,0,No
ifbar_LEFT,0,0,0,0,No
ifbar_RIGHT,0,0,0,0,No
ifbar_TOP,0,0,0,0,No
ifbldg06_FACADE,0,0,0,0,No
ifbldg06_LEFT,0,0,0,0,No
ifbldg06_RIGHT,0,0,0,0,No
ifbldg06_TOP,0,0,0,0,No
ifbldg06_BACK,0,0,0,0,No
ifwall01_FACADE,0,0,0,0,No
ifwall01_LEFT,0,0,0,0,No
ifwall01_RIGHT,0,0,0,0,No
ifwall01_TOP,0,0,0,0,No
ifbldg03_FACADE,0,0,0,0,No
ifbldg03_LEFT,0,0,0,0,No
ifbldg03_RIGHT,0,0,0,0,No
ifbldg03_TOP,0,0,0,0,No
rfbldg12_FACADE,0,0,0,0,No
rfbldg12_LEFT,0,0,0,0,No
rfbldg12_RIGHT,0,0,0,0,No
rfbldg12_TOP,0,0,0,0,No
rfbldg16_FACADE,0,0,2,2,No
rfbldg16_LEFT,0,0,0,0,No
rfbldg16_RIGHT,0,0,0,0,No
rfbldg16_TOP,0,0,0,2,No
rfbldg10_FACADE,0,0,0,0,No
rfbldg10_LEFT,0,0,0,0,No
rfbldg10_RIGHT,0,0,0,0,No
rfbldg10_TOP,0,0,0,0,No
rfbldg02_FACADE,0,0,0,0,No
rfbldg02_LEFT,0,0,0,0,No
rfbldg02_RIGHT,0,0,0,0,No
rfbldg02_TOP,0,0,0,0,No
rfbldg02_BACK,0,0,0,0,No
rfbldg05_FACADE,0,0,2,2,No
rfbldg05_LEFT,0,0,0,2,No
rfbldg05_RIGHT,0,0,0,2,No
rfbldg05_TOP,0,0,0,2,No
rfbldg05_BACK,0,0,0,0,No
dfskys04_FACADE,0,0,0,0,No
dfskys04_LEFT,0,0,0,0,No
dfskys04_RIGHT,0,0,0,0,No
dfskys04_TOP,0,0,0,0,No
dfskys04_BACK,0,0,0,0,No
dfskys03_FACADE,0,0,0,0,No
dfskys03_LEFT,0,0,0,0,No
dfskys03_RIGHT,0,0,0,0,No
dfskys03_TOP,0,0,0,0,No
dfskys01_FACADE,0,0,0,0,No
dfskys01_LEFT,0,0,0,0,No
dfskys01_RIGHT,0,0,0,0,No
dfskys01_TOP,0,0,0,0,No
dfbldg05_FACADE,0,0,0,0,No
dfbldg05_LEFT,0,0,0,0,No
dfbldg05_RIGHT,0,0,0,0,No
dfbldg05_TOP,0,0,0,0,No
dfbldg01_FACADE,0,0,0,0,No
dfbldg01_LEFT,0,0,0,0,No
dfbldg01_RIGHT,0,0,0,0,No
dfbldg01_TOP,0,0,0,0,No
dfsuitstore_FACADE,0,0,0,0,No
dfsuitstore_LEFT,0,0,0,0,No
dfsuitstore_RIGHT,0,0,0,0,No
dfsuitstore_TOP,0,0,0,0,No
dfbldg02_FACADE,0,0,0,0,No
dfbldg02_LEFT,0,0,0,0,No
dfbldg02_RIGHT,0,0,0,0,No
dfbldg02_TOP,0,0,0,0,No
dfskys02_FACADE,0,0,0,0,No
dfskys02_LEFT,0,0,0,0,No
dfskys02_RIGHT,0,0,0,0,No
dfskys02_TOP,0,0,0,0,No
dfhotel02_FACADE,0,0,0,0,No
dfhotel02_LEFT,0,0,0,0,No
dfhotel02_RIGHT,0,0,0,0,No
dfhotel02_TOP,0,0,0,0,No
dfbldg08_FACADE,0,0,0,0,No
dfbldg08_LEFT,0,0,0,0,No
dfbldg08_RIGHT,0,0,0,0,No
dfbldg08_TOP,0,0,0,0,No
dfbldg04_FACADE,0,0,0,0,No
dfbldg04_LEFT,0,0,0,0,No
dfbldg04_RIGHT,0,0,0,0,No
dfbldg04_TOP,0,0,0,0,No
rfbldg07_FACADE,0,0,0,0,No
rfbldg07_LEFT,0,0,0,0,No
rfbldg07_RIGHT,0,0,0,0,No
rfbldg07_TOP,0,0,0,0,No
rfbldg07_BACK,0,0,0,0,No
rfbldg06_FACADE,0,0,16,38,No
rfbldg06_LEFT,0,0,0,2,No
rfbldg06_RIGHT,0,0,0,2,No
rfbldg06_TOP,0,0,0,2,No
rfbldg06_BACK,0,0,0,2,No
rfbldg04_FACADE,0,0,0,0,No
rfbldg04_LEFT,0,0,0,0,No
rfbldg04_RIGHT,0,0,0,0,No
rfbldg04_TOP,0,0,0,0,No
rfbldg04_BACK,0,0,0,0,No
rfbldg09_FACADE,0,0,0,0,No
rfbldg09_LEFT,0,0,0,0,No
rfbldg09_RIGHT,0,0,0,0,No
rfbldg09_TOP,0,0,0,0,No
dfmall01_FACADE,0,0,0,0,No
dfmall02_FACADE,0,0,0,0,No
dfmall03_FACADE,0,0,0,0,No
ofhome10_FACADE,0,0,0,0,No
ofhome10_LEFT,0,0,0,0,No
ofhome10_RIGHT,0,0,0,0,No
ofhome10_TOP,0,0,0,0,No
ofhome05_BLDG,0,0,0,0,No
ofhome05_LEFT,0,0,0,0,No
ofhome05_RIGHT,0,0,0,0,No
ofhome05_TOP,0,0,0,0,No
ofhome02_FACADE,0,0,0,0,No
ofhome02_LEFT,0,0,0,0,No
ofhome02_RIGHT,0,0,0,0,No
ofhome02_TOP,0,0,0,0,No
ofsodashop_FACADE,0,0,0,0,No
ofsodashop_LEFT,0,0,0,0,No
ofsodashop_RIGHT,0,0,0,0,No
ofsodashop_TOP,0,0,0,0,No
ofbrstn05_FACADE,0,0,0,0,No
ofbrstn05_LEFT,0,0,0,0,No
ofbrstn05_RIGHT,0,0,0,0,No
ofbrstn05_TOP,0,0,0,0,No
ofhome06_BLDG,0,0,0,0,No
ofhome06_LEFT,0,0,0,0,No
ofhome06_RIGHT,0,0,0,0,No
ofhome06_TOP,0,0,0,0,No
ofshop07_FACADE,0,0,0,0,No
ofshop07_LEFT,0,0,0,0,No
ofshop07_RIGHT,0,0,0,0,No
ofshop07_TOP,0,0,0,0,No
ofshop07_BACK,0,0,0,0,No
obbldg10_BLDG,0,0,0,0,No
obbldg10_LEFT,0,0,0,0,No
obbldg10_RIGHT,0,0,0,0,No
obbldg10_GRND,0,0,0,0,No
obbldg10_TOP,0,0,0,0,No
ofbrstn01_FACADE,0,0,0,0,No
ofbrstn01_LEFT,0,0,0,0,No
ofbrstn01_RIGHT,0,0,0,0,No
ofbrstn01_TOP,0,0,0,0,No
ofhome03_FACADE,0,0,0,0,No
ofhome03_LEFT,0,0,0,0,No
ofhome03_RIGHT,0,0,0,0,No
ofhome03_TOP,0,0,0,0,No
ofhome07_BLDG,0,0,0,0,No
ofhome07_LEFT,0,0,0,0,No
ofhome07_RIGHT,0,0,0,0,No
ofhome07_GRND,0,0,0,0,No
ofhome07_TOP,0,0,0,0,No
obbldg11_BLDG,0,0,0,0,No
obbldg11_LEFT,0,0,0,0,No
obbldg11_RIGHT,0,0,0,0,No
obbldg11_GRND,0,0,0,0,No
obbldg11_TOP,0,0,0,0,No
ofshop02_FACADE,0,0,0,0,No
ofshop02_LEFT,0,0,0,0,No
ofshop02_RIGHT,0,0,0,0,No
ofshop02_TOP,0,0,0,0,No
ofbrstn04_FACADE,0,0,0,0,No
ofbrstn04_LEFT,0,0,0,0,No
ofbrstn04_RIGHT,0,0,0,0,No
ofbrstn04_TOP,0,0,0,0,No
hfcondo01_FACADE,0,0,0,0,No
hfcondo01_LEFT,0,0,0,0,No
hfcondo01_RIGHT,0,0,0,0,No
hfcondo01_TOP,0,0,0,0,No
hfwhse04_FACADE,0,0,0,0,No
hfwhse04_LEFT,0,0,0,0,No
hfwhse04_RIGHT,0,0,0,0,No
hfwhse04_TOP,0,0,0,0,No
hfshop04_FACADE,0,0,0,0,No
hfshop04_LEFT,0,0,0,0,No
hfshop04_RIGHT,0,0,0,0,No
hfshop04_TOP,0,0,0,0,No
hfalley01_FACADE,0,0,0,0,No
hfalley01_LEFT,0,0,0,0,No
hfalley01_RIGHT,0,0,0,0,No
hfalley01_TOP,0,0,0,0,No
ofbrstn03_FACADE,0,0,0,0,No
ofbrstn03_LEFT,0,0,0,0,No
ofbrstn03_RIGHT,0,0,0,0,No
ofbrstn03_TOP,0,0,0,0,No
ofshop03_FACADE,0,0,0,0,No
ofshop03_LEFT,0,0,0,0,No
ofshop03_RIGHT,0,0,0,0,No
ofshop03_TOP,0,0,0,0,No
ofshop04_FACADE,0,0,0,0,No
ofshop04_LEFT,0,0,0,0,No
ofshop04_RIGHT,0,0,0,0,No
ofshop04_TOP,0,0,0,0,No
hfbldg02_FACADE,0,0,0,0,No
hfbldg02_LEFT,0,0,0,0,No
hfbldg02_RIGHT,0,0,0,0,No
hfbldg02_TOP,0,0,0,0,No
obtheater_FACADE,0,0,0,0,No
obtheater_LEFT,0,0,0,0,No
obtheater_RIGHT,0,0,0,0,No
obtheater_TOP,0,0,0,0,No
ofshop01_FACADE,0,0,0,0,No
ofshop01_LEFT,0,0,0,0,No
ofshop01_RIGHT,0,0,0,0,No
ofshop01_TOP,0,0,0,0,No
hfshop02_FACADE,0,0,0,0,No
hfshop02_LEFT,0,0,0,0,No
hfshop02_RIGHT,0,0,0,0,No
hfshop02_TOP,0,0,0,0,No
hfdeli_FACADE,0,0,0,0,No
hfdeli_LEFT,0,0,0,0,No
hfdeli_RIGHT,0,0,0,0,No
hfdeli_TOP,0,0,0,0,No
rfbldg17_FACADE,0,0,74,74,No
rfbldg17_LEFT,0,0,0,0,No
rfbldg17_RIGHT,0,0,0,0,No
rfbldg17_TOP,0,0,0,10,No
hfshop01_FACADE,0,0,0,0,No
hfshop01_LEFT,0,0,0,0,No
hfshop01_RIGHT,0,0,0,0,No
hfshop01_TOP,0,0,0,0,No
hfwhse01_FACADE,0,0,0,0,No
hfwhse01_LEFT,0,0,0,0,No
hfwhse01_RIGHT,0,0,0,0,No
hfwhse01_TOP,0,0,0,0,No
hbwhse02_BLDG,0,0,0,0,No
hbwhse02_LEFT,0,0,0,0,No
hbwhse02_RIGHT,0,0,0,0,No
hbwhse02_GRND,0,0,0,0,No
hbwhse02_TOP,0,0,0,0,No
rfbldg18_FACADE,0,0,0,0,No
rfbldg18_LEFT,0,0,0,0,No
rfbldg18_RIGHT,0,0,0,0,No
rfbldg18_TOP,0,0,0,0,No
ramp01_FACADE,0,0,0,0,No
bluelight,0,0,0,0,No
vpbug_BODY,10,62,298,346,Yes
vpbug_SHADOW,0,0,0,4,No
vpbug_HLIGHT,0,0,0,0,No
vpbug_TLIGHT,0,0,0,0,No
vpbug_WHL0,0,0,0,24,Yes
vpbug_WHL1,0,0,0,24,No
vpbug_WHL2,0,0,0,24,No
vpbug_WHL3,0,0,0,24,No
vpbug_RLIGHT,0,0,0,0,No
skid,0,0,0,2,No
shard,0,1,1,1,No
vpsemi_trailer_TRAILER,0,0,0,0,Yes
vpsemi_trailer_TWHL0,0,0,0,0,Yes
vpsemi_trailer_TWHL1,0,0,0,0,Yes
vpsemi_trailer_TWHL2,0,0,0,0,Yes
vpsemi_trailer_TWHL3,0,0,0,0,Yes
vpsemi_trailer_SHADOW,0,0,0,0,No
vpsemi_trailer_TLIGHT,0,0,0,0,No
tplttrafc,0,0,38,48,Yes
tplttrafc_BREAK01,0,0,0,0,Yes
tplttrafc_BREAK02,0,0,0,0,Yes
tplttrafc_GLOWREDDAY,0,0,0,4,Yes
tplttrafc_GLOWYELLOWDAY,0,0,0,0,Yes
tplttrafc_GLOWGREENDAY,0,0,0,4,Yes
tplttrafc_GLOWREDNIGHT,0,0,0,0,Yes
tplttrafc_GLOWYELLOWNIGHT,0,0,0,0,Yes
tplttrafc_GLOWGREENNIGHT,0,0,0,0,Yes
tplttrafcdual,0,0,52,62,Yes
tplttrafcdual_BREAK01,0,0,0,0,Yes
tplttrafcdual_BREAK02,0,0,0,0,Yes
tplttrafcdual_GLOWREDDAY,0,0,0,6,Yes
tplttrafcdual_GLOWYELLOWDAY,0,0,0,0,Yes
tplttrafcdual_GLOWGREENDAY,0,0,0,6,Yes
tplttrafcdual_GLOWREDNIGHT,0,0,0,0,Yes
tplttrafcdual_GLOWYELLOWNIGHT,0,0,0,0,Yes
tplttrafcdual_GLOWGREENNIGHT,0,0,0,0,Yes
vpcop_BODY,10,64,234,296,Yes
vpcop_SHADOW,0,0,0,0,No
vpcop_HLIGHT,0,0,0,0,No
vpcop_TLIGHT,0,0,0,0,No
vpcop_SLIGHT0,0,0,0,0,No
vpcop_SLIGHT1,0,0,0,0,No
vpcop_WHL0,0,0,0,0,Yes
vpcop_WHL1,0,0,0,0,No
vpcop_WHL2,0,0,0,0,No
vpcop_WHL3,0,0,0,0,No
vpcop_REDLIGHT,0,0,0,0,No
vpcop_BLUELIGHT,0,0,0,0,No
vpcop_RLIGHT,0,0,0,0,No
vpcop_BLIGHT,0,0,0,0,No
vasedans_BODY,10,26,60,146,Yes
vasedans_SHADOW,0,0,0,0,No
vasedans_HLIGHT,0,0,0,0,No
